NAME,B25104_001E,B25104_002E,B25104_003E,B25104_004E,B25104_005E,B25104_006E,B25104_007E,B25104_008E,B25104_009E,B25104_010E,B25104_011E,B25104_012E,B25104_013E,B25104_014E,B25104_015E,B25104_016E,B25104_017E,state,county,tract
"Census Tract 407.03, Clark County, Washington",2156.0,0.0,0.0,26.0,69.0,66.0,66.0,39.0,137.0,70.0,13.0,498.0,848.0,211.0,94.0,7.0,12.0,53,011,040703
"Census Tract 407.06, Clark County, Washington",1646.0,22.0,10.0,31.0,0.0,55.0,57.0,9.0,59.0,45.0,6.0,832.0,452.0,61.0,7.0,0.0,0.0,53,011,040706
"Census Tract 407.07, Clark County, Washington",1118.0,0.0,19.0,61.0,73.0,65.0,30.0,32.0,15.0,9.0,38.0,274.0,333.0,142.0,17.0,0.0,10.0,53,011,040707
"Census Tract 407.09, Clark County, Washington",1754.0,0.0,18.0,8.0,45.0,20.0,91.0,75.0,48.0,18.0,15.0,233.0,458.0,358.0,193.0,149.0,25.0,53,011,040709
"Census Tract 407.11, Clark County, Washington",1030.0,0.0,9.0,9.0,24.0,17.0,16.0,61.0,40.0,10.0,0.0,333.0,269.0,230.0,12.0,0.0,0.0,53,011,040711
"Census Tract 407.12, Clark County, Washington",2159.0,0.0,9.0,12.0,18.0,87.0,88.0,65.0,65.0,0.0,44.0,301.0,617.0,589.0,166.0,98.0,0.0,53,011,040712
"Census Tract 407.13, Clark County, Washington",1309.0,0.0,8.0,8.0,26.0,45.0,147.0,71.0,23.0,32.0,0.0,140.0,120.0,253.0,197.0,239.0,0.0,53,011,040713
"Census Tract 407.14, Clark County, Washington",1935.0,0.0,7.0,72.0,57.0,30.0,40.0,0.0,54.0,0.0,63.0,757.0,508.0,190.0,74.0,40.0,43.0,53,011,040714
"Census Tract 407.15, Clark County, Washington",1012.0,0.0,65.0,42.0,0.0,151.0,76.0,47.0,115.0,47.0,24.0,47.0,99.0,185.0,21.0,74.0,19.0,53,011,040715
"Census Tract 408.03, Clark County, Washington",1898.0,10.0,0.0,0.0,9.0,58.0,124.0,128.0,140.0,47.0,28.0,212.0,396.0,428.0,177.0,60.0,81.0,53,011,040803
"Census Tract 408.06, Clark County, Washington",2050.0,0.0,19.0,11.0,63.0,106.0,119.0,38.0,21.0,69.0,126.0,273.0,532.0,393.0,263.0,10.0,7.0,53,011,040806
"Census Tract 408.08, Clark County, Washington",644.0,0.0,22.0,4.0,24.0,12.0,24.0,31.0,73.0,31.0,56.0,126.0,157.0,62.0,11.0,11.0,0.0,53,011,040808
"Census Tract 408.09, Clark County, Washington",2438.0,0.0,0.0,71.0,21.0,72.0,254.0,21.0,164.0,47.0,19.0,549.0,697.0,355.0,115.0,42.0,11.0,53,011,040809
"Census Tract 408.10, Clark County, Washington",1422.0,0.0,0.0,8.0,0.0,41.0,56.0,33.0,14.0,145.0,27.0,267.0,530.0,240.0,61.0,0.0,0.0,53,011,040810
"Census Tract 408.11, Clark County, Washington",1192.0,0.0,0.0,0.0,0.0,76.0,58.0,48.0,47.0,43.0,22.0,112.0,239.0,214.0,150.0,172.0,11.0,53,011,040811
"Census Tract 408.12, Clark County, Washington",1563.0,18.0,16.0,34.0,31.0,75.0,19.0,73.0,44.0,30.0,94.0,209.0,270.0,280.0,139.0,171.0,60.0,53,011,040812
"Census Tract 409.04, Clark County, Washington",2393.0,0.0,0.0,35.0,20.0,38.0,164.0,113.0,55.0,166.0,165.0,630.0,276.0,420.0,252.0,45.0,14.0,53,011,040904
"Census Tract 409.05, Clark County, Washington",1378.0,0.0,0.0,0.0,228.0,36.0,46.0,106.0,89.0,22.0,21.0,148.0,173.0,122.0,104.0,233.0,50.0,53,011,040905
"Census Tract 409.07, Clark County, Washington",2401.0,0.0,0.0,10.0,18.0,64.0,34.0,108.0,89.0,66.0,107.0,174.0,367.0,514.0,389.0,429.0,32.0,53,011,040907
"Census Tract 409.08, Clark County, Washington",2668.0,15.0,0.0,0.0,24.0,63.0,133.0,150.0,107.0,57.0,57.0,364.0,478.0,672.0,229.0,274.0,45.0,53,011,040908
"Census Tract 409.09, Clark County, Washington",2189.0,0.0,0.0,0.0,49.0,42.0,111.0,87.0,264.0,94.0,11.0,299.0,520.0,461.0,62.0,140.0,49.0,53,011,040909
"Census Tract 409.10, Clark County, Washington",1619.0,0.0,46.0,22.0,0.0,58.0,72.0,102.0,28.0,73.0,5.0,134.0,401.0,362.0,273.0,35.0,8.0,53,011,040910
"Census Tract 410.03, Clark County, Washington",1650.0,0.0,21.0,35.0,20.0,66.0,76.0,156.0,70.0,108.0,0.0,326.0,497.0,214.0,40.0,13.0,8.0,53,011,041003
"Census Tract 410.05, Clark County, Washington",949.0,12.0,21.0,8.0,0.0,125.0,19.0,33.0,24.0,69.0,125.0,314.0,74.0,81.0,8.0,0.0,36.0,53,011,041005
"Census Tract 410.07, Clark County, Washington",1410.0,0.0,0.0,18.0,39.0,40.0,117.0,27.0,53.0,108.0,58.0,361.0,226.0,290.0,43.0,8.0,22.0,53,011,041007
"Census Tract 410.08, Clark County, Washington",1612.0,0.0,6.0,30.0,18.0,38.0,69.0,63.0,96.0,61.0,76.0,179.0,313.0,364.0,86.0,141.0,72.0,53,011,041008
"Census Tract 410.09, Clark County, Washington",1700.0,8.0,23.0,117.0,56.0,65.0,62.0,51.0,78.0,78.0,123.0,565.0,294.0,102.0,37.0,22.0,19.0,53,011,041009
"Census Tract 410.10, Clark County, Washington",1853.0,25.0,22.0,25.0,15.0,44.0,152.0,84.0,10.0,33.0,76.0,855.0,272.0,180.0,12.0,14.0,34.0,53,011,041010
"Census Tract 410.11, Clark County, Washington",1374.0,0.0,9.0,27.0,7.0,22.0,25.0,74.0,29.0,60.0,34.0,344.0,444.0,290.0,0.0,0.0,9.0,53,011,041011
"Census Tract 411.04, Clark County, Washington",1380.0,0.0,0.0,22.0,26.0,69.0,50.0,99.0,95.0,57.0,50.0,326.0,410.0,135.0,0.0,10.0,31.0,53,011,041104
"Census Tract 411.05, Clark County, Washington",2326.0,0.0,0.0,58.0,25.0,240.0,75.0,121.0,58.0,32.0,94.0,551.0,631.0,275.0,111.0,42.0,13.0,53,011,041105
"Census Tract 411.07, Clark County, Washington",1082.0,0.0,9.0,10.0,0.0,56.0,98.0,0.0,44.0,10.0,35.0,151.0,317.0,159.0,97.0,70.0,26.0,53,011,041107
"Census Tract 411.10, Clark County, Washington",2800.0,13.0,29.0,49.0,13.0,82.0,132.0,92.0,26.0,17.0,0.0,850.0,1064.0,216.0,165.0,14.0,38.0,53,011,041110
"Census Tract 411.11, Clark County, Washington",1365.0,0.0,0.0,45.0,12.0,0.0,23.0,13.0,10.0,30.0,72.0,963.0,185.0,12.0,0.0,0.0,0.0,53,011,041111
"Census Tract 411.12, Clark County, Washington",2788.0,0.0,0.0,58.0,145.0,67.0,85.0,13.0,16.0,19.0,78.0,928.0,869.0,345.0,10.0,102.0,53.0,53,011,041112
"Census Tract 411.13, Clark County, Washington",988.0,0.0,0.0,17.0,14.0,0.0,13.0,32.0,35.0,0.0,49.0,512.0,223.0,83.0,0.0,0.0,10.0,53,011,041113
"Census Tract 411.14, Clark County, Washington",2246.0,0.0,0.0,12.0,54.0,150.0,48.0,59.0,0.0,51.0,213.0,468.0,688.0,122.0,238.0,124.0,19.0,53,011,041114
"Census Tract 412.03, Clark County, Washington",1796.0,0.0,15.0,22.0,61.0,88.0,63.0,38.0,34.0,21.0,48.0,632.0,565.0,159.0,43.0,7.0,0.0,53,011,041203
"Census Tract 412.05, Clark County, Washington",2109.0,0.0,0.0,80.0,17.0,53.0,118.0,78.0,73.0,46.0,29.0,594.0,750.0,177.0,50.0,0.0,44.0,53,011,041205
"Census Tract 412.06, Clark County, Washington",2351.0,0.0,22.0,10.0,121.0,144.0,132.0,49.0,36.0,38.0,74.0,637.0,870.0,195.0,23.0,0.0,0.0,53,011,041206
"Census Tract 412.07, Clark County, Washington",898.0,29.0,0.0,0.0,0.0,108.0,0.0,16.0,19.0,29.0,22.0,506.0,19.0,108.0,42.0,0.0,0.0,53,011,041207
"Census Tract 412.08, Clark County, Washington",1739.0,0.0,0.0,0.0,0.0,13.0,85.0,25.0,91.0,132.0,13.0,542.0,273.0,217.0,215.0,66.0,67.0,53,011,041208
"Census Tract 413.09, Clark County, Washington",1887.0,0.0,0.0,7.0,0.0,173.0,71.0,51.0,111.0,30.0,35.0,480.0,454.0,236.0,95.0,110.0,34.0,53,011,041309
"Census Tract 413.10, Clark County, Washington",2374.0,0.0,13.0,67.0,48.0,90.0,177.0,200.0,154.0,72.0,80.0,428.0,515.0,173.0,151.0,206.0,0.0,53,011,041310
"Census Tract 413.12, Clark County, Washington",1903.0,0.0,8.0,44.0,40.0,20.0,27.0,61.0,66.0,137.0,113.0,574.0,491.0,228.0,20.0,21.0,53.0,53,011,041312
"Census Tract 413.13, Clark County, Washington",1322.0,0.0,0.0,18.0,0.0,6.0,14.0,6.0,0.0,0.0,28.0,617.0,590.0,6.0,17.0,0.0,20.0,53,011,041313
"Census Tract 413.17, Clark County, Washington",2431.0,0.0,0.0,0.0,14.0,114.0,138.0,75.0,17.0,24.0,37.0,734.0,998.0,204.0,20.0,33.0,23.0,53,011,041317
"Census Tract 413.19, Clark County, Washington",2144.0,0.0,6.0,9.0,13.0,59.0,94.0,35.0,254.0,103.0,48.0,376.0,467.0,400.0,218.0,62.0,0.0,53,011,041319
"Census Tract 413.20, Clark County, Washington",2566.0,0.0,17.0,33.0,17.0,34.0,73.0,36.0,0.0,109.0,80.0,746.0,816.0,438.0,62.0,16.0,89.0,53,011,041320
"Census Tract 413.21, Clark County, Washington",1181.0,0.0,0.0,30.0,8.0,22.0,55.0,69.0,58.0,112.0,20.0,263.0,228.0,176.0,53.0,48.0,39.0,53,011,041321
"Census Tract 413.22, Clark County, Washington",2113.0,0.0,0.0,33.0,49.0,130.0,65.0,60.0,36.0,22.0,40.0,898.0,643.0,50.0,9.0,24.0,54.0,53,011,041322
"Census Tract 413.23, Clark County, Washington",2113.0,0.0,0.0,27.0,13.0,103.0,25.0,93.0,50.0,52.0,79.0,688.0,624.0,251.0,44.0,0.0,64.0,53,011,041323
"Census Tract 413.25, Clark County, Washington",2003.0,0.0,7.0,56.0,0.0,99.0,47.0,114.0,166.0,51.0,61.0,179.0,349.0,375.0,211.0,265.0,23.0,53,011,041325
"Census Tract 413.26, Clark County, Washington",885.0,0.0,0.0,10.0,36.0,67.0,17.0,33.0,16.0,6.0,17.0,197.0,324.0,143.0,3.0,5.0,11.0,53,011,041326
"Census Tract 413.28, Clark County, Washington",2497.0,17.0,0.0,16.0,38.0,36.0,50.0,188.0,80.0,9.0,0.0,625.0,583.0,570.0,185.0,64.0,36.0,53,011,041328
"Census Tract 413.29, Clark County, Washington",1995.0,0.0,0.0,13.0,15.0,35.0,84.0,51.0,51.0,9.0,0.0,353.0,850.0,292.0,85.0,157.0,0.0,53,011,041329
"Census Tract 413.30, Clark County, Washington",1801.0,0.0,0.0,30.0,67.0,70.0,49.0,39.0,24.0,20.0,12.0,363.0,866.0,153.0,13.0,51.0,44.0,53,011,041330
"Census Tract 413.31, Clark County, Washington",992.0,16.0,10.0,24.0,5.0,5.0,37.0,18.0,8.0,9.0,17.0,281.0,480.0,67.0,10.0,0.0,5.0,53,011,041331
"Census Tract 413.32, Clark County, Washington",1333.0,0.0,0.0,24.0,164.0,68.0,24.0,54.0,32.0,21.0,19.0,250.0,453.0,189.0,27.0,8.0,0.0,53,011,041332
"Census Tract 413.33, Clark County, Washington",1218.0,0.0,16.0,34.0,20.0,100.0,68.0,32.0,10.0,0.0,20.0,363.0,388.0,120.0,47.0,0.0,0.0,53,011,041333
"Census Tract 413.34, Clark County, Washington",921.0,0.0,0.0,0.0,20.0,0.0,12.0,36.0,47.0,24.0,14.0,61.0,87.0,176.0,264.0,151.0,29.0,53,011,041334
"Census Tract 413.35, Clark County, Washington",1971.0,0.0,19.0,0.0,0.0,14.0,72.0,70.0,74.0,0.0,29.0,315.0,374.0,506.0,158.0,302.0,38.0,53,011,041335
"Census Tract 413.36, Clark County, Washington",1048.0,0.0,45.0,9.0,0.0,0.0,82.0,47.0,87.0,0.0,0.0,255.0,339.0,174.0,10.0,0.0,0.0,53,011,041336
"Census Tract 413.37, Clark County, Washington",1299.0,0.0,0.0,20.0,28.0,19.0,195.0,49.0,54.0,0.0,10.0,275.0,457.0,102.0,73.0,8.0,9.0,53,011,041337
"Census Tract 414, Clark County, Washington",2283.0,0.0,0.0,0.0,12.0,125.0,77.0,64.0,178.0,134.0,57.0,505.0,558.0,320.0,110.0,124.0,19.0,53,011,041400
"Census Tract 415, Clark County, Washington",1178.0,0.0,15.0,0.0,26.0,3.0,38.0,35.0,18.0,133.0,92.0,282.0,372.0,83.0,49.0,32.0,0.0,53,011,041500
"Census Tract 416, Clark County, Washington",1328.0,14.0,18.0,58.0,26.0,10.0,62.0,48.0,15.0,134.0,127.0,528.0,188.0,44.0,25.0,8.0,23.0,53,011,041600
"Census Tract 417, Clark County, Washington",1649.0,0.0,13.0,65.0,9.0,17.0,0.0,13.0,52.0,66.0,264.0,791.0,293.0,59.0,7.0,0.0,0.0,53,011,041700
"Census Tract 418, Clark County, Washington",1762.0,0.0,23.0,34.0,44.0,168.0,70.0,72.0,71.0,46.0,63.0,688.0,367.0,64.0,11.0,10.0,31.0,53,011,041800
"Census Tract 419, Clark County, Washington",1023.0,5.0,0.0,39.0,36.0,61.0,69.0,13.0,19.0,32.0,66.0,224.0,279.0,114.0,18.0,34.0,14.0,53,011,041900
"Census Tract 420, Clark County, Washington",711.0,0.0,0.0,6.0,11.0,47.0,43.0,55.0,28.0,18.0,7.0,179.0,143.0,124.0,35.0,15.0,0.0,53,011,042000
"Census Tract 421, Clark County, Washington",1276.0,0.0,16.0,7.0,32.0,28.0,23.0,63.0,60.0,48.0,40.0,455.0,307.0,122.0,30.0,37.0,8.0,53,011,042100
"Census Tract 423, Clark County, Washington",1746.0,11.0,0.0,137.0,117.0,109.0,36.0,73.0,26.0,53.0,135.0,338.0,323.0,273.0,0.0,56.0,59.0,53,011,042300
"Census Tract 424, Clark County, Washington",943.0,0.0,0.0,98.0,29.0,17.0,39.0,55.0,90.0,48.0,50.0,137.0,227.0,113.0,22.0,18.0,0.0,53,011,042400
"Census Tract 425, Clark County, Washington",869.0,0.0,6.0,0.0,19.0,6.0,30.0,39.0,30.0,35.0,57.0,332.0,223.0,17.0,35.0,4.0,36.0,53,011,042500
"Census Tract 426.01, Clark County, Washington",1123.0,0.0,45.0,12.0,0.0,0.0,27.0,9.0,84.0,62.0,62.0,276.0,318.0,94.0,54.0,63.0,17.0,53,011,042601
"Census Tract 426.02, Clark County, Washington",1942.0,0.0,0.0,12.0,46.0,112.0,10.0,22.0,111.0,60.0,171.0,761.0,406.0,101.0,48.0,36.0,46.0,53,011,042602
"Census Tract 427, Clark County, Washington",2247.0,7.0,94.0,83.0,95.0,49.0,81.0,42.0,81.0,55.0,314.0,958.0,304.0,76.0,0.0,0.0,8.0,53,011,042700
"Census Tract 428, Clark County, Washington",1311.0,0.0,8.0,13.0,10.0,36.0,39.0,29.0,68.0,53.0,69.0,357.0,256.0,228.0,63.0,82.0,0.0,53,011,042800
"Census Tract 429, Clark County, Washington",643.0,0.0,20.0,51.0,20.0,8.0,31.0,63.0,17.0,3.0,42.0,142.0,122.0,66.0,10.0,30.0,18.0,53,011,042900
"Census Tract 430, Clark County, Washington",718.0,0.0,0.0,12.0,60.0,15.0,52.0,13.0,15.0,10.0,16.0,272.0,162.0,73.0,10.0,8.0,0.0,53,011,043000
"Census Tract 431, Clark County, Washington",1635.0,29.0,72.0,15.0,68.0,76.0,127.0,50.0,28.0,29.0,54.0,409.0,248.0,96.0,116.0,195.0,23.0,53,011,043100
"Census Tract 9602, Columbia County, Washington",1849.0,0.0,9.0,86.0,182.0,134.0,199.0,124.0,79.0,191.0,134.0,397.0,184.0,42.0,16.0,27.0,45.0,53,013,960200
"Census Tract 4, Cowlitz County, Washington",1860.0,0.0,0.0,24.0,40.0,96.0,110.0,96.0,310.0,260.0,151.0,375.0,178.0,139.0,50.0,0.0,31.0,53,015,000400
"Census Tract 5.01, Cowlitz County, Washington",1334.0,0.0,0.0,42.0,59.0,30.0,63.0,61.0,82.0,45.0,168.0,468.0,223.0,55.0,17.0,0.0,21.0,53,015,000501
"Census Tract 5.02, Cowlitz County, Washington",1710.0,9.0,39.0,30.0,67.0,25.0,31.0,169.0,68.0,220.0,140.0,748.0,130.0,0.0,23.0,0.0,11.0,53,015,000502
"Census Tract 6.01, Cowlitz County, Washington",1662.0,0.0,20.0,127.0,101.0,46.0,110.0,25.0,134.0,170.0,135.0,495.0,158.0,29.0,8.0,0.0,104.0,53,015,000601
"Census Tract 6.02, Cowlitz County, Washington",1304.0,0.0,0.0,10.0,36.0,74.0,97.0,58.0,20.0,72.0,116.0,277.0,340.0,122.0,44.0,29.0,9.0,53,015,000602
"Census Tract 7.02, Cowlitz County, Washington",1119.0,0.0,0.0,0.0,0.0,73.0,72.0,77.0,0.0,68.0,44.0,437.0,240.0,53.0,27.0,0.0,28.0,53,015,000702
"Census Tract 7.03, Cowlitz County, Washington",757.0,0.0,13.0,22.0,28.0,17.0,24.0,61.0,117.0,121.0,25.0,172.0,128.0,22.0,7.0,0.0,0.0,53,015,000703
"Census Tract 7.05, Cowlitz County, Washington",1439.0,0.0,0.0,5.0,86.0,62.0,147.0,84.0,78.0,292.0,29.0,482.0,119.0,31.0,0.0,0.0,24.0,53,015,000705
"Census Tract 7.06, Cowlitz County, Washington",1533.0,0.0,4.0,27.0,83.0,49.0,121.0,80.0,33.0,96.0,47.0,499.0,366.0,128.0,0.0,0.0,0.0,53,015,000706
"Census Tract 8.01, Cowlitz County, Washington",1179.0,0.0,0.0,12.0,21.0,73.0,57.0,59.0,47.0,55.0,124.0,323.0,41.0,302.0,33.0,32.0,0.0,53,015,000801
"Census Tract 8.02, Cowlitz County, Washington",1430.0,0.0,28.0,22.0,49.0,34.0,71.0,46.0,109.0,116.0,36.0,283.0,229.0,201.0,131.0,19.0,56.0,53,015,000802
"Census Tract 9.01, Cowlitz County, Washington",1527.0,0.0,0.0,9.0,35.0,85.0,70.0,90.0,96.0,84.0,75.0,345.0,543.0,57.0,0.0,0.0,38.0,53,015,000901
"Census Tract 9.02, Cowlitz County, Washington",1170.0,0.0,0.0,26.0,47.0,46.0,115.0,118.0,63.0,110.0,20.0,178.0,247.0,151.0,49.0,0.0,0.0,53,015,000902
"Census Tract 10, Cowlitz County, Washington",581.0,0.0,0.0,16.0,32.0,24.0,51.0,39.0,36.0,65.0,78.0,215.0,11.0,0.0,12.0,0.0,2.0,53,015,001000
"Census Tract 11, Cowlitz County, Washington",2351.0,0.0,7.0,108.0,248.0,84.0,154.0,122.0,249.0,269.0,103.0,780.0,68.0,18.0,91.0,16.0,34.0,53,015,001100
"Census Tract 12, Cowlitz County, Washington",1838.0,0.0,25.0,31.0,37.0,100.0,131.0,108.0,65.0,36.0,118.0,527.0,291.0,202.0,97.0,70.0,0.0,53,015,001200
"Census Tract 13, Cowlitz County, Washington",1576.0,7.0,6.0,37.0,53.0,75.0,52.0,51.0,147.0,183.0,140.0,406.0,303.0,87.0,6.0,0.0,23.0,53,015,001300
"Census Tract 15.01, Cowlitz County, Washington",1324.0,15.0,35.0,69.0,25.0,40.0,48.0,184.0,12.0,52.0,9.0,378.0,227.0,107.0,65.0,58.0,0.0,53,015,001501
"Census Tract 15.03, Cowlitz County, Washington",2190.0,0.0,0.0,0.0,96.0,38.0,83.0,34.0,94.0,80.0,95.0,360.0,484.0,393.0,309.0,105.0,19.0,53,015,001503
"Census Tract 15.04, Cowlitz County, Washington",1170.0,0.0,9.0,59.0,55.0,66.0,78.0,11.0,64.0,43.0,70.0,121.0,339.0,82.0,61.0,14.0,98.0,53,015,001504
"Census Tract 16.01, Cowlitz County, Washington",1763.0,0.0,45.0,55.0,102.0,60.0,51.0,57.0,201.0,83.0,94.0,319.0,156.0,150.0,277.0,78.0,35.0,53,015,001601
"Census Tract 16.02, Cowlitz County, Washington",979.0,0.0,45.0,25.0,0.0,27.0,74.0,0.0,0.0,43.0,0.0,146.0,227.0,120.0,48.0,211.0,13.0,53,015,001602
"Census Tract 17, Cowlitz County, Washington",1969.0,11.0,41.0,18.0,82.0,87.0,111.0,193.0,57.0,95.0,48.0,301.0,422.0,210.0,207.0,36.0,50.0,53,015,001700
"Census Tract 18, Cowlitz County, Washington",683.0,0.0,18.0,32.0,54.0,104.0,28.0,51.0,44.0,16.0,30.0,88.0,165.0,29.0,4.0,0.0,20.0,53,015,001800
"Census Tract 19, Cowlitz County, Washington",1951.0,0.0,16.0,106.0,80.0,203.0,140.0,50.0,135.0,59.0,10.0,314.0,356.0,332.0,72.0,78.0,0.0,53,015,001900
"Census Tract 20.01, Cowlitz County, Washington",1429.0,8.0,19.0,56.0,141.0,88.0,97.0,18.0,69.0,35.0,92.0,288.0,264.0,173.0,12.0,30.0,39.0,53,015,002001
"Census Tract 20.03, Cowlitz County, Washington",1742.0,47.0,37.0,46.0,132.0,84.0,49.0,118.0,68.0,84.0,160.0,522.0,266.0,47.0,69.0,13.0,0.0,53,015,002003
"Census Tract 20.04, Cowlitz County, Washington",633.0,0.0,0.0,67.0,47.0,85.0,25.0,0.0,32.0,0.0,85.0,89.0,117.0,86.0,0.0,0.0,0.0,53,015,002004
"Census Tract 21, Cowlitz County, Washington",2260.0,0.0,151.0,0.0,45.0,140.0,116.0,219.0,634.0,234.0,149.0,345.0,171.0,14.0,0.0,42.0,0.0,53,015,002100
"Census Tract 9800, Cowlitz County, Washington",313.0,21.0,18.0,25.0,0.0,21.0,50.0,60.0,8.0,43.0,37.0,30.0,0.0,0.0,0.0,0.0,0.0,53,015,980000
"Census Tract 9501.01, Douglas County, Washington",1188.0,0.0,23.0,55.0,82.0,92.0,27.0,112.0,73.0,32.0,59.0,88.0,42.0,45.0,59.0,67.0,332.0,53,017,950101
"Census Tract 9501.02, Douglas County, Washington",1108.0,37.0,50.0,111.0,175.0,94.0,57.0,84.0,63.0,91.0,49.0,107.0,87.0,1.0,4.0,8.0,90.0,53,017,950102
"Census Tract 9502, Douglas County, Washington",1211.0,14.0,45.0,65.0,129.0,53.0,59.0,26.0,36.0,97.0,46.0,261.0,177.0,23.0,67.0,3.0,110.0,53,017,950200
"Census Tract 9503, Douglas County, Washington",2596.0,6.0,21.0,110.0,210.0,116.0,262.0,203.0,227.0,98.0,132.0,423.0,407.0,116.0,75.0,109.0,81.0,53,017,950300
"Census Tract 9504, Douglas County, Washington",2806.0,0.0,0.0,48.0,76.0,237.0,201.0,136.0,86.0,56.0,79.0,433.0,306.0,591.0,237.0,285.0,35.0,53,017,950400
"Census Tract 9505, Douglas County, Washington",1511.0,0.0,34.0,9.0,6.0,52.0,117.0,115.0,120.0,186.0,115.0,448.0,184.0,52.0,47.0,11.0,15.0,53,017,950500
"Census Tract 9506, Douglas County, Washington",1398.0,22.0,0.0,11.0,45.0,107.0,93.0,48.0,43.0,38.0,44.0,383.0,370.0,117.0,63.0,10.0,4.0,53,017,950600
"Census Tract 9507, Douglas County, Washington",1515.0,9.0,61.0,74.0,62.0,59.0,28.0,53.0,72.0,21.0,289.0,575.0,122.0,41.0,0.0,6.0,43.0,53,017,950700
"Census Tract 9508, Douglas County, Washington",1945.0,8.0,71.0,37.0,71.0,120.0,97.0,90.0,28.0,115.0,108.0,390.0,273.0,404.0,48.0,60.0,25.0,53,017,950800
"Census Tract 9400, Ferry County, Washington",641.0,27.0,120.0,66.0,49.0,44.0,86.0,51.0,29.0,26.0,20.0,31.0,12.0,9.0,1.0,0.0,70.0,53,019,940000
"Census Tract 9701, Ferry County, Washington",1103.0,8.0,33.0,147.0,94.0,135.0,74.0,76.0,25.0,67.0,24.0,185.0,81.0,61.0,7.0,22.0,64.0,53,019,970100
"Census Tract 9702, Ferry County, Washington",1190.0,0.0,25.0,99.0,81.0,142.0,66.0,61.0,195.0,55.0,115.0,154.0,84.0,53.0,0.0,31.0,29.0,53,019,970200
"Census Tract 201.01, Franklin County, Washington",582.0,0.0,16.0,68.0,0.0,75.0,69.0,14.0,0.0,53.0,77.0,192.0,18.0,0.0,0.0,0.0,0.0,53,021,020101
"Census Tract 201.02, Franklin County, Washington",1460.0,0.0,26.0,0.0,59.0,22.0,253.0,41.0,55.0,14.0,91.0,774.0,109.0,16.0,0.0,0.0,0.0,53,021,020102
"Census Tract 201.03, Franklin County, Washington",782.0,0.0,0.0,27.0,67.0,66.0,25.0,0.0,0.0,0.0,17.0,565.0,0.0,0.0,0.0,0.0,15.0,53,021,020103
"Census Tract 202.01, Franklin County, Washington",561.0,0.0,0.0,20.0,28.0,10.0,44.0,103.0,92.0,63.0,65.0,136.0,0.0,0.0,0.0,0.0,0.0,53,021,020201
"Census Tract 202.02, Franklin County, Washington",1113.0,0.0,30.0,182.0,36.0,125.0,88.0,62.0,41.0,92.0,157.0,247.0,0.0,0.0,0.0,0.0,53.0,53,021,020202
"Census Tract 203, Franklin County, Washington",1812.0,0.0,52.0,63.0,34.0,103.0,89.0,77.0,210.0,297.0,154.0,474.0,218.0,8.0,0.0,10.0,23.0,53,021,020300
"Census Tract 204.01, Franklin County, Washington",349.0,0.0,42.0,121.0,0.0,0.0,0.0,37.0,0.0,38.0,32.0,44.0,35.0,0.0,0.0,0.0,0.0,53,021,020401
"Census Tract 204.02, Franklin County, Washington",413.0,0.0,0.0,0.0,9.0,32.0,0.0,0.0,20.0,61.0,101.0,174.0,0.0,0.0,0.0,0.0,16.0,53,021,020402
"Census Tract 204.03, Franklin County, Washington",868.0,0.0,0.0,0.0,23.0,32.0,14.0,95.0,0.0,134.0,142.0,379.0,0.0,28.0,0.0,0.0,21.0,53,021,020403
"Census Tract 204.04, Franklin County, Washington",1030.0,0.0,0.0,0.0,65.0,0.0,208.0,103.0,119.0,212.0,22.0,286.0,0.0,0.0,0.0,0.0,15.0,53,021,020404
"Census Tract 205.01, Franklin County, Washington",1981.0,12.0,9.0,25.0,54.0,172.0,149.0,168.0,55.0,65.0,48.0,520.0,259.0,224.0,114.0,107.0,0.0,53,021,020501
"Census Tract 205.03, Franklin County, Washington",1127.0,6.0,0.0,22.0,0.0,51.0,48.0,128.0,46.0,29.0,0.0,176.0,214.0,190.0,166.0,51.0,0.0,53,021,020503
"Census Tract 205.04, Franklin County, Washington",2382.0,0.0,15.0,22.0,114.0,163.0,60.0,187.0,13.0,58.0,67.0,735.0,622.0,174.0,26.0,126.0,0.0,53,021,020504
"Census Tract 206.03, Franklin County, Washington",1359.0,0.0,0.0,36.0,63.0,26.0,43.0,0.0,17.0,107.0,98.0,448.0,481.0,36.0,4.0,0.0,0.0,53,021,020603
"Census Tract 206.05, Franklin County, Washington",2764.0,0.0,25.0,13.0,44.0,178.0,260.0,69.0,0.0,19.0,51.0,624.0,908.0,440.0,25.0,13.0,95.0,53,021,020605
"Census Tract 206.06, Franklin County, Washington",2658.0,0.0,0.0,18.0,82.0,226.0,77.0,25.0,0.0,30.0,27.0,756.0,941.0,333.0,125.0,18.0,0.0,53,021,020606
"Census Tract 206.07, Franklin County, Washington",1974.0,0.0,0.0,1.0,44.0,98.0,95.0,12.0,51.0,0.0,20.0,529.0,686.0,149.0,289.0,0.0,0.0,53,021,020607
"Census Tract 206.08, Franklin County, Washington",1929.0,0.0,0.0,53.0,108.0,130.0,93.0,64.0,182.0,43.0,45.0,203.0,304.0,101.0,193.0,246.0,164.0,53,021,020608
"Census Tract 207, Franklin County, Washington",393.0,0.0,3.0,36.0,31.0,17.0,65.0,1.0,8.0,13.0,38.0,77.0,11.0,8.0,23.0,7.0,55.0,53,021,020700
